Date,證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,外資買進股數,外資賣出股數,外資買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數,自營商賣出股數,三大法人買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),本益比,股價淨值比,殖利率
20160902,2330,台積電,"19,489,130","6,315","3,368,711,120",176.5,176.5,174,174.5,+,1,"16,370,730","14,161,640","2,209,090","8,000","70,000","-62,000","-598,000",,,"1,549,090","177,000","260,000","-83,000","107,000","622,000","-515,000",15.85,3.78,3.44
20160905,2330,台積電,"27,982,906","6,513","4,884,204,996",176.5,177.5,176.5,176.5,+,2,"25,908,000","17,930,000","7,978,000","197,000","47,000","150,000","114,000",,,"8,242,000","444,000","237,000","207,000","38,000","131,000","-93,000",16.03,3.83,3.4
20160906,2330,台積電,"29,646,892","9,498","5,218,919,616",177,179,176.5,179,+,2.5,"24,051,362","17,068,034","6,983,328","47,000","20,000","27,000","-717,000",,,"6,293,328","365,000","412,000","-47,000","86,000","756,000","-670,000",16.26,3.88,3.35
20160907,2330,台積電,"50,851,477","19,497","9,311,446,211",180.5,185,180,184,+,5,"32,346,400","25,070,806","7,275,594","635,000","434,000","201,000","57,578",,,"7,534,172","1,042,000","106,000","936,000","137,578","1,016,000","-878,422",16.71,3.99,3.26
20160908,2330,台積電,"30,307,949","10,923","5,555,013,307",182.5,184.5,182.5,183,-,1,"21,571,400","20,575,979","995,421","123,000","244,000","-121,000","521,000",,,"1,395,421","787,000","155,000","632,000","200,000","311,000","-111,000",16.62,3.97,3.28
20160909,2330,台積電,"30,635,512","8,177","5,518,555,160",181,181,179.5,179.5,-,3.5,"16,483,037","26,986,096","-10,503,059","40,000","97,000","-57,000","1,943,422",,,"-8,616,637","1,584,000","124,000","1,460,000","554,000","70,578","483,422",16.3,3.89,3.34
20160910,2330,台積電,"15,470,223","5,804","2,747,098,264",177,179,176,178,-,1.5,"168,000","8,603,800","-8,435,800","50,000","120,000","-70,000","-1,997,274",,,"-10,503,074","504,000","1,235,000","-731,000","234,000","1,500,274","-1,266,274",16.17,3.86,3.37
20160912,2330,台積電,"42,751,708","14,891","7,504,512,206",177.5,177.5,174,175,-,3,"16,791,309","38,867,194","-22,075,885","24,000","331,000","-307,000","2,127,274",,,"-20,255,611","1,290,000","171,000","1,119,000","1,085,000","76,726","1,008,274",15.89,3.79,3.43
20160913,2330,台積電,"38,438,582","11,379","6,736,154,003",176.5,176.5,173.5,175, ,0,"24,167,000","32,967,412","-8,800,412","2,000","69,483","-67,483","876,000",,,"-7,991,895","584,000","331,000","253,000","734,000","111,000","623,000",15.89,3.79,3.43
20160914,2330,台積電,"52,966,216","11,689","9,216,408,104",174,176,173.5,173.5,-,1.5,"31,136,480","50,379,189","-19,242,709","319,000","38,000","281,000","306,000",,,"-18,655,709","533,000","774,000","-241,000","572,000","25,000","547,000",15.76,3.76,3.46
20160919,2330,台積電,"57,296,972","19,155","10,375,685,848",179.5,183,178.5,182.5,+,9,"43,490,039","24,171,843","19,318,196","366,000","75,000","291,000","-2,538,510",,,"17,070,686","232,000","1,924,000","-1,692,000","65,490","912,000","-846,510",16.58,3.96,3.29
20160920,2330,台積電,"23,647,416","8,140","4,319,888,712",182,183.5,181.5,183,+,0.5,"17,623,339","13,471,087","4,152,252","127,000","254,000","-127,000","591,510",,,"4,616,762","1,338,000","174,000","1,164,000","37,510","610,000","-572,490",16.62,3.97,3.28
20160921,2330,台積電,"26,261,794","8,483","4,805,884,782",181,184,180.5,184,+,1,"22,452,572","16,487,633","5,964,939","181,000","23,000","158,000","-1,626,000",,,"4,496,939","138,000","1,190,000","-1,052,000","119,000","693,000","-574,000",16.71,3.99,3.26
20160922,2330,台積電,"21,213,260","8,939","3,921,937,500",185,185.5,183.5,185.5,+,1.5,"17,174,230","8,344,831","8,829,399","701,000","293,000","408,000","-645,000",,,"8,592,399","205,000","534,000","-329,000","88,000","404,000","-316,000",16.85,4.02,3.23
20160923,2330,台積電,"23,141,189","9,042","4,313,995,664",185,187.5,184.5,187.5,+,2,"20,031,389","13,092,453","6,938,936","5,000","84,000","-79,000","-333,000",,,"6,526,936","108,000","473,000","-365,000","296,000","264,000","32,000",17.03,4.06,3.2
20160926,2330,台積電,"25,218,996","7,882","4,635,639,758",183.5,185,183,183,-,4.5,"13,914,593","20,479,924","-6,565,331","62,000","299,000","-237,000","1,276,000",,,"-5,526,331","1,445,000","783,000","662,000","730,000","116,000","614,000",16.62,3.97,3.28
20160929,2330,台積電,"57,778,769","15,213","10,764,097,342",185.5,187.5,185.5,185.5,+,2.5,"53,547,830","38,287,337","15,260,493","87,000","58,000","29,000","-1,045,000",,,"14,244,493","317,000","1,526,000","-1,209,000","245,000","81,000","164,000",16.85,4.02,3.23
20160930,2330,台積電,"45,163,412","11,548","8,309,463,356",185.5,186.5,182.5,182.5,-,3,"30,956,276","34,425,079","-3,468,803","1,002,946","58,000","944,946","580,500",,,"-1,943,357","1,352,000","1,159,000","193,000","563,000","175,500","387,500",16.58,3.96,3.29
20161003,2330,台積電,"18,987,856","6,733","3,525,971,989",186,186.5,184.5,186,+,3.5,"15,869,542","10,372,951","5,496,591","317,000","206,000","111,000","-527,000",,,"5,080,591","388,000","932,000","-544,000","121,000","104,000","17,000",16.89,4.03,3.23
20161004,2330,台積電,"17,139,682","6,392","3,191,090,272",185,187,185,187,+,1,"15,083,354","12,448,545","2,634,809","16,000","215,000","-199,000","312,000",,,"2,747,809","315,000","160,000","155,000","249,000","92,000","157,000",16.98,4.05,3.21
20161005,2330,台積電,"19,144,379","6,115","3,549,073,494",186,186,184.5,186,-,1,"13,491,046","11,909,838","1,581,208",0,"606,000","-606,000","1,054,000",,,"2,029,208","942,000","1,211,000","-269,000","1,360,000","37,000","1,323,000",16.89,4.03,3.23
20161006,2330,台積電,"15,715,729","6,847","2,928,528,801",185,187.5,185,187.5,+,1.5,"12,355,858","10,266,128","2,089,730","191,000","72,000","119,000","-335,000",,,"1,873,730","261,000","591,000","-330,000","115,000","120,000","-5,000",17.03,4.06,3.2
20161007,2330,台積電,"15,870,415","6,887","2,969,715,475",188,188,186,188,+,0.5,"11,069,861","7,490,894","3,578,967","252,000","163,000","89,000","-873,000",,,"2,794,967","204,000","524,000","-320,000","112,000","665,000","-553,000",17.08,4.07,3.19
20161011,2330,台積電,"31,107,793","10,879","5,874,765,484",191,191,186,187.5,-,0.5,"17,690,458","20,489,691","-2,799,233","476,000","312,000","164,000","232,000",,,"-2,403,233","1,564,000","1,354,000","210,000","418,000","396,000","22,000",17.03,4.06,3.2
20161012,2330,台積電,"24,592,212","7,805","4,625,439,668",186.5,190,186,189.5,+,2,"18,930,000","17,146,464","1,783,536","59,000","296,000","-237,000","591,500",,,"2,138,036","429,000","835,000","-406,000","1,086,500","89,000","997,500",17.21,4.11,3.17
20161013,2330,台積電,"40,728,212","13,817","7,675,208,676",190.5,191,187,188.5,-,1,"20,560,070","35,677,402","-15,117,332","139,000","225,000","-86,000","3,345,000",,,"-11,858,332","2,885,000","987,000","1,898,000","1,568,000","121,000","1,447,000",17.12,4.09,3.18
20161014,2330,台積電,"34,340,209","13,583","6,450,978,969",187,189,186.5,188,-,0.5,"10,948,500","20,966,790","-10,018,290","61,000","516,000","-455,000","-1,631,000",,,"-12,104,290","309,000","1,916,000","-1,607,000","547,000","571,000","-24,000",17.08,4.07,3.19
20161017,2330,台積電,"37,878,270","9,908","7,051,992,670",186.5,187.5,185,186.5,-,1.5,"26,162,522","29,964,304","-3,801,782","42,000","64,000","-22,000","395,000",,,"-3,428,782","613,000","1,418,000","-805,000","1,412,000","212,000","1,200,000",16.94,4.04,3.22
20161018,2330,台積電,"40,651,809","8,180","7,582,450,283",186.5,187,185.5,187,+,0.5,"32,774,416","34,732,703","-1,958,287","336,000","110,000","226,000","1,100,000",,,"-632,287","610,000","252,000","358,000","789,000","47,000","742,000",16.98,4.05,3.21
20161019,2330,台積電,"38,143,867","8,834","7,206,475,473",187.5,189.5,187.5,189.5,+,2.5,"33,114,257","24,072,254","9,042,003","165,000","122,000","43,000","-926,000",,,"8,159,003","732,000","421,000","311,000","108,000","1,345,000","-1,237,000",17.21,4.11,3.17
20161020,2330,台積電,"15,736,203","4,787","2,989,556,440",189.5,190.5,189,190.5,+,1,"13,170,000","7,322,295","5,847,705","672,000","354,000","318,000","-934,000",,,"5,231,705","205,000","192,000","13,000","21,000","968,000","-947,000",17.3,4.13,3.15
20161021,2330,台積電,"22,316,844","8,198","4,246,605,266",191,192,188.5,188.5,-,2,"15,000,237","16,121,730","-1,121,493","169,000","264,000","-95,000","1,430,500",,,"214,007","1,410,000","783,000","627,000","1,252,500","449,000","803,500",17.12,4.09,3.18
20161024,2330,台積電,"14,381,349","5,860","2,742,131,352",191,191,189.5,191,+,2.5,"12,006,971","9,301,265","2,705,706","304,000","18,000","286,000","-473,000",,,"2,518,706","36,000","85,000","-49,000","149,000","573,000","-424,000",17.35,4.14,3.14
20161025,2330,台積電,"19,145,940","7,455","3,680,309,682",192,193,191,193,+,2,"16,028,552","10,637,170","5,391,382","123,000","536,000","-413,000","-562,500",,,"4,415,882","276,000","400,000","-124,000","224,500","663,000","-438,500",17.53,4.18,3.11
20161026,2330,台積電,"24,885,036","7,594","4,758,575,792",190.5,192.5,190.5,191.5,-,1.5,"16,771,179","22,713,346","-5,942,167","101,000","110,000","-9,000","1,077,000",,,"-4,874,167","500,000","75,000","425,000","684,000","32,000","652,000",17.39,4.15,3.13
20161027,2330,台積電,"26,883,192","9,385","5,089,143,513",191.5,191.5,188.5,188.5,-,3,"10,161,575","25,184,684","-15,023,109","186,144","112,000","74,144","3,039,000",,,"-11,909,965","1,028,000","25,000","1,003,000","2,093,000","57,000","2,036,000",17.12,4.09,3.18
20161028,2330,台積電,"33,106,885","6,562","6,268,990,744",189.5,190,188.5,189.5,+,1,"27,566,142","28,205,900","-639,758","177,000","57,000","120,000","-950,000",,,"-1,469,758","392,000","942,000","-550,000","377,000","777,000","-400,000",17.21,4.11,3.17
20161031,2330,台積電,"25,830,651","6,560","4,871,340,189",189,190.5,186.5,188.5,-,1,"16,954,800","20,964,975","-4,010,175","39,000","26,300","12,700","-85,000",,,"-4,082,475","585,000","418,000","167,000","1,165,000","1,417,000","-252,000",17.12,4.09,3.18
20161101,2330,台積電,"15,128,851","5,917","2,854,597,839",188.5,189.5,187.5,189.5,+,1,"11,223,423","11,286,517","-63,094",0,"50,524","-50,524","1,108,830",,,"995,212","239,000","50,000","189,000","1,121,830","202,000","919,830",17.21,4.11,3.17
20161102,2330,台積電,"16,529,619","7,380","3,085,447,900",187.5,188,186,186,-,3.5,"4,866,348","13,126,148","-8,259,800","369,000","11,994","357,006","630,000",,,"-7,272,794","471,000","75,000","396,000","318,000","84,000","234,000",16.89,4.03,3.23
20161103,2330,台積電,"25,531,563","7,976","4,724,824,155",185.5,186.5,184.5,184.5,-,1.5,"10,791,504","19,976,720","-9,185,216","37,000","249,000","-212,000","854,170",,,"-8,543,046","725,000","324,000","401,000","552,000","98,830","453,170",16.76,4,3.25
20161104,2330,台積電,"15,107,076","7,260","2,791,857,480",184.5,186,184,184.5, ,0,"7,645,500","12,390,589","-4,745,089","175,500","369,000","-193,500","-156,000",,,"-5,094,589","227,000","366,000","-139,000","155,000","172,000","-17,000",16.76,4,3.25
20161107,2330,台積電,"21,430,225","7,934","4,023,208,624",186.5,189,186,189,+,4.5,"11,770,557","12,253,724","-483,167","235,000","124,000","111,000","-1,583,000",,,"-1,955,167","583,000","129,000","454,000","99,000","2,136,000","-2,037,000",17.17,4.1,3.17
20161108,2330,台積電,"15,954,387","6,225","3,011,077,756",190,190,188,188.5,-,0.5,"9,322,625","10,753,405","-1,430,780","91,000","228,000","-137,000","1,070,000",,,"-497,780","1,008,000","116,000","892,000","394,000","216,000","178,000",17.12,4.09,3.18
20161109,2330,台積電,"55,579,000","22,278","10,245,544,000",190,190.5,182,182,-,6.5,"12,791,271","42,661,493","-29,870,222","263,000","410,000","-147,000","1,041,000",,,"-28,976,222","1,925,000","1,494,000","431,000","1,653,000","1,043,000","610,000",15.38,3.68,3.3
20161110,2330,台積電,"38,869,432","13,292","7,258,713,102",187,188,185.5,185.5,+,3.5,"23,691,240","27,893,442","-4,202,202","299,000","30,000","269,000","2,352,000",,,"-1,581,202","1,586,000","273,000","1,313,000","1,181,000","142,000","1,039,000",15.68,3.75,3.23
20161111,2330,台積電,"67,636,187","19,522","12,291,321,069",181.5,183,181,181.5,-,4,"28,291,759","59,824,694","-31,532,935","602,000","378,000","224,000","-196,000",,,"-31,504,935","818,000","484,000","334,000","181,000","711,000","-530,000",15.34,3.67,3.31
20161114,2330,台積電,"48,032,589","14,717","8,680,850,609",181,182,180,180.5,-,1,"12,802,253","42,513,345","-29,711,092","40,000","203,874","-163,874","2,092,000",,,"-27,782,966","1,402,000","311,000","1,091,000","1,211,000","210,000","1,001,000",15.26,3.65,3.32
20161115,2330,台積電,"33,528,517","11,312","6,055,348,577",179.5,182,179,180,-,0.5,"12,993,701","25,813,534","-12,819,833","282,000","69,133","212,867","-959,000",,,"-13,565,966","724,000","895,000","-171,000","109,000","897,000","-788,000",15.22,3.64,3.33
20161116,2330,台積電,"35,293,770","10,900","6,403,374,640",180.5,183,180,180, ,0,"16,755,249","28,332,493","-11,577,244","526,000","269,000","257,000","1,204,000",,,"-10,116,244","1,959,000","891,000","1,068,000","350,000","214,000","136,000",15.22,3.64,3.33
20161117,2330,台積電,"23,256,023","5,234","4,214,237,980",182,182.5,180.5,181.5,+,1.5,"15,029,331","19,920,000","-4,890,669","100,840","96,000","4,840","-187,000",,,"-5,072,829","320,000","661,000","-341,000","307,000","153,000","154,000",15.34,3.67,3.31
20161118,2330,台積電,"23,731,433","6,949","4,291,503,493",181.5,181.5,180,181,-,0.5,"12,349,000","22,150,528","-9,801,528","55,000","100,000","-45,000","979,000",,,"-8,867,528","729,000","445,000","284,000","721,000","26,000","695,000",15.3,3.66,3.31
20161121,2330,台積電,"15,622,673","6,391","2,824,317,313",180.5,181.5,180,181, ,0,"6,997,437","13,747,433","-6,749,996","63,000","247,000","-184,000","470,000",,,"-6,463,996","406,000","211,000","195,000","312,000","37,000","275,000",15.3,3.66,3.31
20161122,2330,台積電,"31,348,118","10,086","5,758,734,362",182,185,181.5,184,+,3,"22,619,296","17,363,779","5,255,517","85,000","95,000","-10,000","504,000",,,"5,749,517","1,818,000","1,501,000","317,000","429,000","242,000","187,000",15.55,3.72,3.26
20161123,2330,台積電,"23,068,606","9,806","4,278,324,376",184.5,186.5,184,185.5,+,1.5,"18,574,656","14,343,424","4,231,232","85,000","635,000","-550,000","-548,000",,,"3,133,232","250,000","312,000","-62,000","99,000","585,000","-486,000",15.68,3.75,3.23
20161124,2330,台積電,"19,098,768","6,354","3,505,303,784",184,185,183,183,-,2.5,"8,888,851","17,098,707","-8,209,856","93,000","28,000","65,000","1,258,999",,,"-6,885,857","1,157,000","127,000","1,030,000","421,999","193,000","228,999",15.47,3.7,3.28
20161125,2330,台積電,"10,226,870","4,117","1,866,763,623",182.5,183.5,182,182,-,1,"5,327,997","7,873,892","-2,545,895",0,"7,000","-7,000","1,579,000",,,"-973,895","660,000","172,000","488,000","1,098,000","7,000","1,091,000",15.38,3.68,3.3
20161128,2330,台積電,"22,360,419","6,548","4,097,502,666",181.5,184,181.5,184,+,2,"18,708,764","17,363,217","1,345,547","69,000","315,000","-246,000","-674,790",,,"424,757","261,000","1,172,000","-911,000","403,000","166,790","236,210",15.55,3.72,3.26
20161129,2330,台積電,"26,894,638","6,259","4,930,405,401",183.5,185,182,182,-,2,"21,349,605","22,897,409","-1,547,804","30,000","457,000","-427,000","499,178",,,"-1,475,626","1,448,000","1,071,000","377,000","614,000","491,822","122,178",15.38,3.68,3.3
20161130,2330,台積電,"54,053,279","5,767","9,882,147,890",181.5,183,181.5,183,+,1,"49,964,177","51,331,199","-1,367,022","12,000","205,000","-193,000","-332,000",,,"-1,892,022","240,000","616,000","-376,000","182,000","138,000","44,000",15.47,3.7,3.28
20161201,2330,台積電,"13,923,341","6,514","2,540,480,903",182,183,181.5,183, ,0,"9,694,431","12,160,587","-2,466,156","99,222","109,000","-9,778","733,000",,,"-1,742,934","857,000","353,000","504,000","252,000","23,000","229,000",15.47,3.7,3.28
20161202,2330,台積電,"53,946,366","21,618","9,634,395,330",179,179.5,178,178,-,5,"10,624,000","47,846,209","-37,222,209","162,000","643,000","-481,000","324,000",,,"-37,379,209","802,000","193,000","609,000","83,000","368,000","-285,000",15.05,3.6,3.37
20161205,2330,台積電,"32,249,536","10,198","5,771,614,169",178,180,178,179,+,1,"16,161,273","27,905,436","-11,744,163","59,000","69,000","-10,000","-691,000",,,"-12,445,163","38,000","954,000","-916,000","333,000","108,000","225,000",15.13,3.62,3.35
20161206,2330,台積電,"27,728,861","10,430","5,051,414,702",181,183,180.5,182,+,3,"24,382,300","14,245,888","10,136,412","122,000","263,411","-141,411","-589,000",,,"9,406,001","71,000","446,000","-375,000","94,000","308,000","-214,000",15.38,3.68,3.3
20161207,2330,台積電,"14,529,260","5,127","2,645,149,219",183,183.5,181.5,181.5,-,0.5,"8,134,436","12,210,006","-4,075,570","54,000","64,000","-10,000","349,000",,,"-3,736,570","599,000","307,000","292,000","135,000","78,000","57,000",15.34,3.67,3.31
20161208,2330,台積電,"27,276,757","11,258","5,030,766,288",184,185.5,183,185.5,+,4,"22,227,358","10,792,200","11,435,158","61,000","26,000","35,000","-1,973,000",,,"9,497,158","185,000","1,500,000","-1,315,000","4,000","662,000","-658,000",15.68,3.75,3.23
20161209,2330,台積電,"24,890,768","8,116","4,618,750,580",186,186,184.5,186,+,0.5,"22,357,184","14,501,249","7,855,935","156,000",0,"156,000","-941,000",,,"7,070,935","36,000","603,000","-567,000","23,000","397,000","-374,000",15.72,3.76,3.23
20161212,2330,台積電,"18,817,929","6,853","3,494,579,936",186,187,184,185,-,1,"13,138,798","13,349,571","-210,773","18,000","48,000","-30,000","170,000",,,"-70,773","747,000","400,000","347,000","389,000","566,000","-177,000",15.64,3.74,3.24
20161213,2330,台積電,"23,692,594","7,561","4,398,859,330",186.5,186.5,184.5,186,+,1,"22,694,972","19,383,113","3,311,859","48,000","37,000","11,000","-638,000",,,"2,684,859","55,000","255,000","-200,000","15,000","453,000","-438,000",15.72,3.76,3.23
20161214,2330,台積電,"16,768,971","6,485","3,131,823,106",186.5,187.5,185.5,187.5,+,1.5,"15,064,316","8,245,137","6,819,179","110,000","110,000",0,"-1,188,000",,,"5,631,179","120,000","582,000","-462,000","10,000","736,000","-726,000",15.85,3.79,3.2
20161215,2330,台積電,"24,244,941","6,135","4,508,246,366",185,187.5,184.5,187,-,0.5,"20,100,041","18,903,660","1,196,381","5,000","25,000","-20,000","-215,000",,,"961,381","382,000","212,000","170,000","136,000","521,000","-385,000",15.81,3.78,3.21
20161216,2330,台積電,"36,266,938","7,994","6,720,634,530",185.5,187,185,185,-,2,"30,832,526","31,481,725","-649,199",0,"207,799","-207,799","143,000",,,"-713,998","976,000","1,140,000","-164,000","347,000","40,000","307,000",15.64,3.74,3.24
20161219,2330,台積電,"20,553,355","7,956","3,763,429,465",184,184.5,182.5,182.5,-,2.5,"10,974,499","12,599,219","-1,624,720","177,000","24,000","153,000","1,189,000",,,"-282,720","1,370,000","389,000","981,000","263,000","55,000","208,000",15.43,3.69,3.29
20161220,2330,台積電,"24,243,414","10,223","4,394,840,051",181,182.5,180,182.5, ,0,"8,372,357","16,325,823","-7,953,466","12,000","686,000","-674,000","2,256,000",,,"-6,371,466","899,000","205,000","694,000","1,573,000","11,000","1,562,000",15.43,3.69,3.29
20161221,2330,台積電,"32,234,176","11,377","5,828,554,894",181,182,180,180,-,2.5,"14,443,185","30,654,409","-16,211,224","168,000","55,000","113,000","4,330,000",,,"-11,768,224","3,041,000","137,000","2,904,000","1,445,000","19,000","1,426,000",15.22,3.64,3.33
20161222,2330,台積電,"26,509,271","10,768","4,758,580,950",180,180.5,179,179,-,1,"8,084,776","22,064,545","-13,979,769","7,000","146,000","-139,000","1,243,000",,,"-12,875,769","756,000","300,000","456,000","933,000","146,000","787,000",15.13,3.62,3.35
20161223,2330,台積電,"24,376,885","9,298","4,359,360,001",179,180,178.5,178.5,-,0.5,"8,042,156","21,946,633","-13,904,477",0,"26,000","-26,000","508,000",,,"-13,422,477","410,000","294,000","116,000","404,000","12,000","392,000",15.09,3.61,3.36
20161226,2330,台積電,"5,694,358","3,404","1,021,265,940",179,180,179,179.5,+,1,"1,451,300","4,558,000","-3,106,700","200,000","10,000","190,000","366,000",,,"-2,550,700","181,000","60,000","121,000","337,000","92,000","245,000",15.17,3.63,3.34
20161227,2330,台積電,"8,276,087","4,246","1,488,495,160",180,180.5,179.5,180,+,0.5,"3,379,163","5,748,000","-2,368,837","368,000","72,000","296,000","-30,000",,,"-2,102,837","3,000","72,000","-69,000","90,000","51,000","39,000",15.22,3.64,3.33
20161228,2330,台積電,"21,441,126","7,026","3,896,591,783",181,182,180.5,182,+,2,"15,468,487","11,558,005","3,910,482","258,000","268,000","-10,000","270,822",,,"4,171,304","253,000","200,000","53,000","293,822","76,000","217,822",15.38,3.68,3.3
20161229,2330,台積電,"30,211,764","10,947","5,453,513,284",180,181.5,180,180,-,2,"13,839,595","17,833,523","-3,993,928","127,000","298,000","-171,000","530,000",,,"-3,634,928","702,000","526,000","176,000","366,000","12,000","354,000",15.22,3.64,3.33
20161230,2330,台積電,"36,748,382","11,638","6,647,442,778",181,182.5,180,181.5,+,1.5,"21,615,291","14,405,462","7,209,829","70,000","152,000","-82,000","1,229,835",,,"8,357,664","877,000","343,000","534,000","997,000","301,165","695,835",15.34,3.67,3.31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
